panID	best_hit_s288c	type	Note
4188-YGR289C	YGR289C	ORF based on ref genome	
4189-YGR290W	YGR290W	ORF based on ref genome	
4190-YGR291C_NumOfGenes_2	YGR291C	ORF based on ref genome	
4191-YGR292W_NumOfGenes_2	YGR292W	ORF based on ref genome	
4192-YGR293C_NumOfGenes_2	YGR293C	ORF based on ref genome	
4193-YHL001W	YHL001W	ORF based on ref genome	
4194-YHL002W_NumOfGenes_2	YHL002W	ORF based on ref genome	
4195-YHL003C	YHL003C	ORF based on ref genome	
4196-YHL004W	YHL004W	ORF based on ref genome	
4197-YHL005C	YHL005C	ORF based on ref genome	
4198-YHL006C	YHL006C	ORF based on ref genome	
4199-YHL006W-A	YHL006W-A	ORF based on ref genome	
4200-YHL007C	YHL007C	ORF based on ref genome	
4201-YHL008C	YHL008C	ORF based on ref genome	
4202-YHL009C	YHL009C	ORF based on ref genome	
4203-YHL010C	YHL010C	ORF based on ref genome	
4204-YHL011C	YHL011C	ORF based on ref genome	
4205-YHL012W	YHL012W	ORF based on ref genome	
4206-YHL013C	YHL013C	ORF based on ref genome	
4207-YHL014C	YHL014C	ORF based on ref genome	
4208-YHL015W_NumOfGenes_2	YHL015W	ORF based on ref genome	
4209-YHL015W-A	YHL015W-A	ORF based on ref genome	
4210-YHL016C_NumOfGenes_2	YHL016C	ORF based on ref genome	
4211-YHL017W_NumOfGenes_2	YHL017W	ORF based on ref genome	
4212-YHL018W_NumOfGenes_2	YHL018W	ORF based on ref genome	
4213-YHL019C_NumOfGenes_3	YHL019C	ORF based on ref genome	
4214-YHL020C_NumOfGenes_2	YHL020C	ORF based on ref genome	
4215-YHL021C_NumOfGenes_2	YHL021C	ORF based on ref genome	
4216-YHL022C_NumOfGenes_2	YHL022C	ORF based on ref genome	
4217-YHL023C_NumOfGenes_2	YHL023C	ORF based on ref genome	
4218-YHL024W_NumOfGenes_2	YHL024W	ORF based on ref genome	
4219-YHL025W	YHL025W	ORF based on ref genome	
4220-YHL026C	YHL026C	ORF based on ref genome	
4221-YHL027W	YHL027W	ORF based on ref genome	
4222-YHL028W	YHL028W	ORF based on ref genome	
4223-YHL029C	YHL029C	ORF based on ref genome	
4224-YHL030W	YHL030W	ORF based on ref genome	
4225-YHL031C_NumOfGenes_3	YHL031C	ORF based on ref genome	
4226-YHL032C_NumOfGenes_2	YHL032C	ORF based on ref genome	
4227-YHL033C_NumOfGenes_3	YHL033C	ORF based on ref genome	
4228-YHL034C_NumOfGenes_2	YHL034C	ORF based on ref genome	
4229-YHL035C	YHL035C	ORF based on ref genome	
4230-YHL036W	YHL036W	ORF based on ref genome	
4231-YHL037C	YHL037C	ORF based on ref genome	
4232-YHL038C	YHL038C	ORF based on ref genome	
4233-YHL039W	YHL039W	ORF based on ref genome	
4234-YHL040C	YHL040C	ORF based on ref genome	
4235-YHL041W	YHL041W	ORF based on ref genome	
4236-YHL042W	YHL042W	ORF based on ref genome	
4237-YHL043W	YHL043W	ORF based on ref genome	
4238-YHL044W	YHL044W	ORF based on ref genome	
4239-YHL045W	YHL045W	ORF based on ref genome	
4240-YHL046W-A	YHL046W-A	ORF based on ref genome	
4241-YHL047C_NumOfGenes_2	YHL047C	ORF based on ref genome	
4242-YHL048C-A	YHL048C-A	ORF based on ref genome	
4243-YHL048W	YHL048W	ORF based on ref genome	
4244-YHR001W	YHR001W	ORF based on ref genome	
4245-YHR001W-A	YHR001W-A	ORF based on ref genome	
4246-YHR002W	YHR002W	ORF based on ref genome	
4247-YHR003C	YHR003C	ORF based on ref genome	
4248-YHR004C	YHR004C	ORF based on ref genome	
4249-YHR005C	YHR005C	ORF based on ref genome	
4250-YHR005C-A_NumOfGenes_2	YHR005C-A	ORF based on ref genome	
4251-YHR006W	YHR006W	ORF based on ref genome	
4252-YHR007C	YHR007C	ORF based on ref genome	
4253-YHR007C-A	YHR007C-A	ORF based on ref genome	
4254-YHR008C	YHR008C	ORF based on ref genome	
4255-YHR009C	YHR009C	ORF based on ref genome	
4256-YHR010W	YHR010W	ORF based on ref genome	
4257-YHR011W	YHR011W	ORF based on ref genome	
4258-YHR012W	YHR012W	ORF based on ref genome	
4259-YHR013C	YHR013C	ORF based on ref genome	
4260-YHR014W	YHR014W	ORF based on ref genome	
4261-YHR015W	YHR015W	ORF based on ref genome	
4262-YHR016C	YHR016C	ORF based on ref genome	
4263-YHR017W	YHR017W	ORF based on ref genome	
4264-YHR018C	YHR018C	ORF based on ref genome	
4265-YHR019C	YHR019C	ORF based on ref genome	
4266-YHR020W	YHR020W	ORF based on ref genome	
4267-YHR021C	YHR021C	ORF based on ref genome	
4268-YHR021W-A	YHR021W-A	ORF based on ref genome	
4269-YHR022C	YHR022C	ORF based on ref genome	
4270-YHR022C-A	YHR022C-A	ORF based on ref genome	
4271-YHR023W	YHR023W	ORF based on ref genome	
4272-YHR024C	YHR024C	ORF based on ref genome	
4273-YHR025W	YHR025W	ORF based on ref genome	
4274-YHR026W	YHR026W	ORF based on ref genome	
4275-YHR027C	YHR027C	ORF based on ref genome	
4276-YHR028C	YHR028C	ORF based on ref genome	
4277-YHR028W-A	YHR028W-A	ORF based on ref genome	
4278-YHR029C	YHR029C	ORF based on ref genome	
4279-YHR030C	YHR030C	ORF based on ref genome	
4280-YHR031C	YHR031C	ORF based on ref genome	
4281-YHR032C-A_NumOfGenes_2	YHR032C-A	ORF based on ref genome	
4282-YHR032W	YHR032W	ORF based on ref genome	
4283-YHR033W	YHR033W	ORF based on ref genome	
4284-YHR034C	YHR034C	ORF based on ref genome	
4285-YHR035W	YHR035W	ORF based on ref genome	
4286-YHR036W	YHR036W	ORF based on ref genome	
4287-YHR037W	YHR037W	ORF based on ref genome	
4288-YHR038W	YHR038W	ORF based on ref genome	
4289-YHR039C	YHR039C	ORF based on ref genome	
4290-YHR039C-A	YHR039C-A	ORF based on ref genome	
4291-YHR040W	YHR040W	ORF based on ref genome	
4292-YHR041C	YHR041C	ORF based on ref genome	
4293-YHR042W	YHR042W	ORF based on ref genome	
4294-YHR043C	YHR043C	ORF based on ref genome	
4295-YHR044C	YHR044C	ORF based on ref genome	
4296-YHR045W	YHR045W	ORF based on ref genome	
4297-YHR046C	YHR046C	ORF based on ref genome	
4298-YHR047C	YHR047C	ORF based on ref genome	
4299-YHR048W	YHR048W	ORF based on ref genome	
4300-YHR049C-A	YHR049C-A	ORF based on ref genome	
4301-YHR049W	YHR049W	ORF based on ref genome	
4302-YHR050W	YHR050W	ORF based on ref genome	
4303-YHR050W-A	YHR050W-A	ORF based on ref genome	
4304-YHR051W	YHR051W	ORF based on ref genome	
4305-YHR052W	YHR052W	ORF based on ref genome	
4306-YHR055C_NumOfGenes_4	YHR055C	ORF based on ref genome	
4307-YHR056C_NumOfGenes_3	YHR056C	ORF based on ref genome	
4308-YHR057C	YHR057C	ORF based on ref genome	
4309-YHR058C	YHR058C	ORF based on ref genome	
4310-YHR059W	YHR059W	ORF based on ref genome	
4311-YHR060W	YHR060W	ORF based on ref genome	
4312-YHR061C	YHR061C	ORF based on ref genome	
4313-YHR062C	YHR062C	ORF based on ref genome	
4314-YHR063C	YHR063C	ORF based on ref genome	
4315-YHR064C_NumOfGenes_2	YHR064C	ORF based on ref genome	
4316-YHR065C	YHR065C	ORF based on ref genome	
4317-YHR066W	YHR066W	ORF based on ref genome	
4318-YHR067W	YHR067W	ORF based on ref genome	
4319-YHR068W	YHR068W	ORF based on ref genome	
4320-YHR069C	YHR069C	ORF based on ref genome	
4321-YHR070C-A	YHR070C-A	ORF based on ref genome	
4322-YHR070W_NumOfGenes_2	YHR070W	ORF based on ref genome	
4323-YHR071C-A	YHR071C-A	ORF based on ref genome	
4324-YHR071W	YHR071W	ORF based on ref genome	
4325-YHR072W	YHR072W	ORF based on ref genome	
4326-YHR072W-A	YHR072W-A	ORF based on ref genome	
4327-YHR073W_NumOfGenes_3	YHR073W	ORF based on ref genome	
4328-YHR074W	YHR074W	ORF based on ref genome	
4329-YHR075C	YHR075C	ORF based on ref genome	
4330-YHR076W	YHR076W	ORF based on ref genome	
4331-YHR077C	YHR077C	ORF based on ref genome	
4332-YHR078W	YHR078W	ORF based on ref genome	
4333-YHR079C	YHR079C	ORF based on ref genome	
4334-YHR079C-A	YHR079C-A	ORF based on ref genome	
4335-YHR080C	YHR080C	ORF based on ref genome	
4336-YHR081W	YHR081W	ORF based on ref genome	
4337-YHR082C	YHR082C	ORF based on ref genome	
4338-YHR083W	YHR083W	ORF based on ref genome	
4339-YHR084W	YHR084W	ORF based on ref genome	
4340-YHR085W	YHR085W	ORF based on ref genome	
4341-YHR086W	YHR086W	ORF based on ref genome	
4342-YHR086W-A	YHR086W-A	ORF based on ref genome	
4343-YHR087W	YHR087W	ORF based on ref genome	
4344-YHR088W	YHR088W	ORF based on ref genome	
4345-YHR089C	YHR089C	ORF based on ref genome	
4346-YHR090C	YHR090C	ORF based on ref genome	
4347-YHR091C	YHR091C	ORF based on ref genome	
4348-YHR092C_NumOfGenes_2	YHR092C	ORF based on ref genome	
4349-YHR093W	YHR093W	ORF based on ref genome	
4350-YHR094C	YHR094C	ORF based on ref genome	
4351-YHR095W	YHR095W	ORF based on ref genome	
4352-YHR096C_NumOfGenes_2	YHR096C	ORF based on ref genome	
4353-YHR097C_NumOfGenes_2	YHR097C	ORF based on ref genome	
4354-YHR098C	YHR098C	ORF based on ref genome	
4355-YHR099W	YHR099W	ORF based on ref genome	
4356-YHR100C	YHR100C	ORF based on ref genome	
4357-YHR101C	YHR101C	ORF based on ref genome	
4358-YHR102W	YHR102W	ORF based on ref genome	
4359-YHR103W	YHR103W	ORF based on ref genome	
4360-YHR104W	YHR104W	ORF based on ref genome	
4361-YHR105W	YHR105W	ORF based on ref genome	
4362-YHR106W	YHR106W	ORF based on ref genome	
4363-YHR107C	YHR107C	ORF based on ref genome	
4364-YHR108W	YHR108W	ORF based on ref genome	
4365-YHR109W	YHR109W	ORF based on ref genome	
4366-YHR110W	YHR110W	ORF based on ref genome	
4367-YHR111W	YHR111W	ORF based on ref genome	
4368-YHR112C	YHR112C	ORF based on ref genome	
4369-YHR113W	YHR113W	ORF based on ref genome	
4370-YHR114W	YHR114W	ORF based on ref genome	
4371-YHR115C	YHR115C	ORF based on ref genome	
4372-YHR116W	YHR116W	ORF based on ref genome	
4373-YHR117W	YHR117W	ORF based on ref genome	
4374-YHR118C	YHR118C	ORF based on ref genome	
4375-YHR119W	YHR119W	ORF based on ref genome	
4376-YHR120W	YHR120W	ORF based on ref genome	
4377-YHR121W	YHR121W	ORF based on ref genome	
4378-YHR122W	YHR122W	ORF based on ref genome	
4379-YHR123W	YHR123W	ORF based on ref genome	
4380-YHR124W	YHR124W	ORF based on ref genome	
4381-YHR125W	YHR125W	ORF based on ref genome	
4382-YHR126C	YHR126C	ORF based on ref genome	
4383-YHR127W	YHR127W	ORF based on ref genome	
4384-YHR128W	YHR128W	ORF based on ref genome	
4385-YHR129C	YHR129C	ORF based on ref genome	
4386-YHR130C	YHR130C	ORF based on ref genome	
4387-YHR131C	YHR131C	ORF based on ref genome	
4388-YHR131W-A	YHR131W-A	ORF based on ref genome	
4389-YHR132C	YHR132C	ORF based on ref genome	
4390-YHR132W-A	YHR132W-A	ORF based on ref genome	
4391-YHR133C	YHR133C	ORF based on ref genome	
4392-YHR134W	YHR134W	ORF based on ref genome	
4393-YHR135C	YHR135C	ORF based on ref genome	
4394-YHR136C	YHR136C	ORF based on ref genome	
4395-YHR137W_NumOfGenes_2	YHR137W	ORF based on ref genome	
4396-YHR138C	YHR138C	ORF based on ref genome	
4397-YHR139C	YHR139C	ORF based on ref genome	
4398-YHR139C-A	YHR139C-A	ORF based on ref genome	
4399-YHR140W	YHR140W	ORF based on ref genome	
4400-YHR141C	YHR141C	ORF based on ref genome	
4401-YHR142W	YHR142W	ORF based on ref genome	
4402-YHR143W	YHR143W	ORF based on ref genome	
4403-YHR143W-A	YHR143W-A	ORF based on ref genome	
4404-YHR144C	YHR144C	ORF based on ref genome	
4405-YHR146W	YHR146W	ORF based on ref genome	
4406-YHR147C	YHR147C	ORF based on ref genome	
4407-YHR148W	YHR148W	ORF based on ref genome	
4408-YHR149C	YHR149C	ORF based on ref genome	
4409-YHR150W	YHR150W	ORF based on ref genome	
4410-YHR151C	YHR151C	ORF based on ref genome	
4411-YHR152W	YHR152W	ORF based on ref genome	
4412-YHR153C	YHR153C	ORF based on ref genome	
4413-YHR154W	YHR154W	ORF based on ref genome	
4414-YHR155W	YHR155W	ORF based on ref genome	
4415-YHR156C	YHR156C	ORF based on ref genome	
4416-YHR157W	YHR157W	ORF based on ref genome	
4417-YHR158C	YHR158C	ORF based on ref genome	
4418-YHR159W	YHR159W	ORF based on ref genome	
4419-YHR160C	YHR160C	ORF based on ref genome	
4420-YHR161C	YHR161C	ORF based on ref genome	
4421-YHR162W	YHR162W	ORF based on ref genome	
4422-YHR163W	YHR163W	ORF based on ref genome	
4423-YHR164C	YHR164C	ORF based on ref genome	
4424-YHR165C_NumOfGenes_2	YHR165C	ORF based on ref genome	
4425-YHR166C	YHR166C	ORF based on ref genome	
4426-YHR167W	YHR167W	ORF based on ref genome	
4427-YHR168W	YHR168W	ORF based on ref genome	
4428-YHR169W	YHR169W	ORF based on ref genome	
4429-YHR170W	YHR170W	ORF based on ref genome	
4430-YHR171W	YHR171W	ORF based on ref genome	
4431-YHR172W	YHR172W	ORF based on ref genome	
4432-YHR173C	YHR173C	ORF based on ref genome	
4433-YHR174W	YHR174W	ORF based on ref genome	
4434-YHR175W	YHR175W	ORF based on ref genome	
4435-YHR175W-A	YHR175W-A	ORF based on ref genome	
4436-YHR176W	YHR176W	ORF based on ref genome	
4437-YHR177W	YHR177W	ORF based on ref genome	
4438-YHR178W	YHR178W	ORF based on ref genome	
4439-YHR179W	YHR179W	ORF based on ref genome	
4440-YHR180W	YHR180W	ORF based on ref genome	
4441-YHR180W-A_NumOfGenes_2	YHR180W-A	ORF based on ref genome	
4442-YHR181W	YHR181W	ORF based on ref genome	
4443-YHR182W	YHR182W	ORF based on ref genome	
4444-YHR183W_NumOfGenes_3	YHR183W	ORF based on ref genome	
4445-YHR184W_NumOfGenes_2	YHR184W	ORF based on ref genome	
4446-YHR185C_NumOfGenes_2	YHR185C	ORF based on ref genome	
4447-YHR186C	YHR186C	ORF based on ref genome	
4448-YHR187W	YHR187W	ORF based on ref genome	
4449-YHR188C	YHR188C	ORF based on ref genome	
4450-YHR189W	YHR189W	ORF based on ref genome	
4451-YHR190W	YHR190W	ORF based on ref genome	
4452-YHR191C	YHR191C	ORF based on ref genome	
4453-YHR192W	YHR192W	ORF based on ref genome	
4454-YHR193C	YHR193C	ORF based on ref genome	
4455-YHR194W_NumOfGenes_2	YHR194W	ORF based on ref genome	
4456-YHR195W	YHR195W	ORF based on ref genome	
4457-YHR196W	YHR196W	ORF based on ref genome	
4458-YHR197W	YHR197W	ORF based on ref genome	
4459-YHR198C	YHR198C	ORF based on ref genome	
4460-YHR199C	YHR199C	ORF based on ref genome	
4461-YHR199C-A	YHR199C-A	ORF based on ref genome	
4462-YHR200W	YHR200W	ORF based on ref genome	
4463-YHR201C	YHR201C	ORF based on ref genome	
4464-YHR202W	YHR202W	ORF based on ref genome	
4465-YHR204W	YHR204W	ORF based on ref genome	
4466-YHR205W	YHR205W	ORF based on ref genome	
4467-YHR206W	YHR206W	ORF based on ref genome	
4468-YHR207C	YHR207C	ORF based on ref genome	
4469-YHR208W	YHR208W	ORF based on ref genome	
4470-YHR209W	YHR209W	ORF based on ref genome	
4471-YHR210C	YHR210C	ORF based on ref genome	
4472-YHR211W_NumOfGenes_3	YHR211W	ORF based on ref genome	
4473-YHR213W_NumOfGenes_5	YHR213W	ORF based on ref genome	
4474-YHR213W-A	YHR213W-A	ORF based on ref genome	
4475-YHR213W-B_NumOfGenes_2	YHR213W-B	ORF based on ref genome	
4476-YHR214C-D_NumOfGenes_2	YHR214C-D	ORF based on ref genome	
4477-YHR215W_NumOfGenes_2	YHR215W	ORF based on ref genome	
4478-YHR216W_NumOfGenes_6	YHR216W	ORF based on ref genome	
4479-YHR217C	YHR217C	ORF based on ref genome	
4480-YIL001W	YIL001W	ORF based on ref genome	
4481-YIL002C	YIL002C	ORF based on ref genome	
4482-YIL002W-A	YIL002W-A	ORF based on ref genome	
4483-YIL003W	YIL003W	ORF based on ref genome	
4484-YIL004C	YIL004C	ORF based on ref genome	
4485-YIL005W	YIL005W	ORF based on ref genome	
4486-YIL006W	YIL006W	ORF based on ref genome	
4487-YIL007C	YIL007C	ORF based on ref genome	
4488-YIL008W	YIL008W	ORF based on ref genome	
4489-YIL009C-A_NumOfGenes_2	YIL009C-A	ORF based on ref genome	
4490-YIL009W	YIL009W	ORF based on ref genome	
4491-YIL010W	YIL010W	ORF based on ref genome	
4492-YIL011W	YIL011W	ORF based on ref genome	
4493-YIL012W	YIL012W	ORF based on ref genome	
4494-YIL013C	YIL013C	ORF based on ref genome	
4495-YIL014C-A	YIL014C-A	ORF based on ref genome	
4496-YIL014W	YIL014W	ORF based on ref genome	
4497-YIL015W	YIL015W	ORF based on ref genome	
4498-YIL016W	YIL016W	ORF based on ref genome	
4499-YIL017C	YIL017C	ORF based on ref genome	
4500-YIL018W_NumOfGenes_2	YIL018W	ORF based on ref genome	
4501-YIL019W	YIL019W	ORF based on ref genome	
4502-YIL020C	YIL020C	ORF based on ref genome	
4503-YIL020C-A	YIL020C-A	ORF based on ref genome	
4504-YIL021W_NumOfGenes_2	YIL021W	ORF based on ref genome	
4505-YIL022W	YIL022W	ORF based on ref genome	
4506-YIL023C	YIL023C	ORF based on ref genome	
4507-YIL024C	YIL024C	ORF based on ref genome	
4508-YIL025C	YIL025C	ORF based on ref genome	
4509-YIL026C	YIL026C	ORF based on ref genome	
4510-YIL027C	YIL027C	ORF based on ref genome	
4511-YIL028W	YIL028W	ORF based on ref genome	
4512-YIL029C	YIL029C	ORF based on ref genome	
4513-YIL029W-A	YIL029W-A	ORF based on ref genome	
4514-YIL030C	YIL030C	ORF based on ref genome	
4515-YIL030W-A	YIL030W-A	ORF based on ref genome	
4516-YIL031W	YIL031W	ORF based on ref genome	
4517-YIL032C	YIL032C	ORF based on ref genome	
4518-YIL033C	YIL033C	ORF based on ref genome	
4519-YIL034C	YIL034C	ORF based on ref genome	
4520-YIL035C	YIL035C	ORF based on ref genome	
4521-YIL036W	YIL036W	ORF based on ref genome	
4522-YIL037C	YIL037C	ORF based on ref genome	
4523-YIL038C	YIL038C	ORF based on ref genome	
4524-YIL039W	YIL039W	ORF based on ref genome	
4525-YIL040W	YIL040W	ORF based on ref genome	
4526-YIL041W	YIL041W	ORF based on ref genome	
4527-YIL042C	YIL042C	ORF based on ref genome	
4528-YIL043C	YIL043C	ORF based on ref genome	
4529-YIL044C	YIL044C	ORF based on ref genome	
4530-YIL045W	YIL045W	ORF based on ref genome	
4531-YIL046W	YIL046W	ORF based on ref genome	
4532-YIL047C_NumOfGenes_2	YIL047C	ORF based on ref genome	
4533-YIL048W	YIL048W	ORF based on ref genome	
4534-YIL049W	YIL049W	ORF based on ref genome	
4535-YIL050W	YIL050W	ORF based on ref genome	
4536-YIL051C	YIL051C	ORF based on ref genome	
4537-YIL052C	YIL052C	ORF based on ref genome	
4538-YIL053W	YIL053W	ORF based on ref genome	
4539-YIL054W	YIL054W	ORF based on ref genome	
4540-YIL055C	YIL055C	ORF based on ref genome	
4541-YIL056W	YIL056W	ORF based on ref genome	
4542-YIL057C	YIL057C	ORF based on ref genome	
4543-YIL058W	YIL058W	ORF based on ref genome	
4544-YIL061C	YIL061C	ORF based on ref genome	
4545-YIL062C	YIL062C	ORF based on ref genome	
4546-YIL063C	YIL063C	ORF based on ref genome	
4547-YIL064W	YIL064W	ORF based on ref genome	
4548-YIL065C	YIL065C	ORF based on ref genome	
4549-YIL066C	YIL066C	ORF based on ref genome	
4550-YIL067C_NumOfGenes_2	YIL067C	ORF based on ref genome	
4551-YIL068C_NumOfGenes_2	YIL068C	ORF based on ref genome	
4552-YIL069C	YIL069C	ORF based on ref genome	
4553-YIL070C	YIL070C	ORF based on ref genome	
4554-YIL071C_NumOfGenes_2	YIL071C	ORF based on ref genome	
4555-YIL072W	YIL072W	ORF based on ref genome	
4556-YIL073C	YIL073C	ORF based on ref genome	
4557-YIL074C	YIL074C	ORF based on ref genome	
4558-YIL075C	YIL075C	ORF based on ref genome	
4559-YIL076W	YIL076W	ORF based on ref genome	
4560-YIL077C	YIL077C	ORF based on ref genome	
4561-YIL078W	YIL078W	ORF based on ref genome	
4562-YIL079C	YIL079C	ORF based on ref genome	
4563-YIL083C	YIL083C	ORF based on ref genome	
4564-YIL084C	YIL084C	ORF based on ref genome	
4565-YIL085C	YIL085C	ORF based on ref genome	
4566-YIL086C	YIL086C	ORF based on ref genome	
4567-YIL087C	YIL087C	ORF based on ref genome	
4568-YIL088C	YIL088C	ORF based on ref genome	
4569-YIL089W	YIL089W	ORF based on ref genome	
4570-YIL090W	YIL090W	ORF based on ref genome	
4571-YIL091C	YIL091C	ORF based on ref genome	
4572-YIL092W	YIL092W	ORF based on ref genome	
4573-YIL093C	YIL093C	ORF based on ref genome	
4574-YIL094C	YIL094C	ORF based on ref genome	
4575-YIL095W	YIL095W	ORF based on ref genome	
4576-YIL096C	YIL096C	ORF based on ref genome	
4577-YIL097W	YIL097W	ORF based on ref genome	
4578-YIL098C	YIL098C	ORF based on ref genome	
4579-YIL099W	YIL099W	ORF based on ref genome	
4580-YIL100W_NumOfGenes_2	YIL100W	ORF based on ref genome	
4581-YIL101C	YIL101C	ORF based on ref genome	
4582-YIL102C	YIL102C	ORF based on ref genome	
4583-YIL102C-A	YIL102C-A	ORF based on ref genome	
4584-YIL103W	YIL103W	ORF based on ref genome	
4585-YIL104C	YIL104C	ORF based on ref genome	
4586-YIL105C_NumOfGenes_2	YIL105C	ORF based on ref genome	
4587-YIL106W	YIL106W	ORF based on ref genome	
4588-YIL107C	YIL107C	ORF based on ref genome	
4589-YIL108W	YIL108W	ORF based on ref genome	
4590-YIL109C	YIL109C	ORF based on ref genome	
4591-YIL110W	YIL110W	ORF based on ref genome	
4592-YIL111W	YIL111W	ORF based on ref genome	
4593-YIL112W	YIL112W	ORF based on ref genome	
4594-YIL113W	YIL113W	ORF based on ref genome	
4595-YIL114C	YIL114C	ORF based on ref genome	
4596-YIL115C_NumOfGenes_2	YIL115C	ORF based on ref genome	
4597-YIL116W	YIL116W	ORF based on ref genome	
4598-YIL117C	YIL117C	ORF based on ref genome	
4599-YIL118W	YIL118W	ORF based on ref genome	
4600-YIL119C_NumOfGenes_2	YIL119C	ORF based on ref genome	
4601-YIL120W	YIL120W	ORF based on ref genome	
4602-YIL121W	YIL121W	ORF based on ref genome	
4603-YIL122W	YIL122W	ORF based on ref genome	
4604-YIL123W	YIL123W	ORF based on ref genome	
4605-YIL124W	YIL124W	ORF based on ref genome	
4606-YIL125W	YIL125W	ORF based on ref genome	
4607-YIL126W	YIL126W	ORF based on ref genome	
4608-YIL127C	YIL127C	ORF based on ref genome	
4609-YIL128W	YIL128W	ORF based on ref genome	
4610-YIL129C	YIL129C	ORF based on ref genome	
4611-YIL130W	YIL130W	ORF based on ref genome	
4612-YIL131C	YIL131C	ORF based on ref genome	
4613-YIL132C	YIL132C	ORF based on ref genome	
4614-YIL133C	YIL133C	ORF based on ref genome	
4615-YIL134C-A	YIL134C-A	ORF based on ref genome	
4616-YIL134W	YIL134W	ORF based on ref genome	
4617-YIL135C	YIL135C	ORF based on ref genome	
4618-YIL136W	YIL136W	ORF based on ref genome	
4619-YIL137C	YIL137C	ORF based on ref genome	
4620-YIL138C	YIL138C	ORF based on ref genome	
4621-YIL139C	YIL139C	ORF based on ref genome	
4622-YIL140W	YIL140W	ORF based on ref genome	
4623-YIL141W	YIL141W	ORF based on ref genome	
4624-YIL142C-A	YIL142C-A	ORF based on ref genome	
4625-YIL142W	YIL142W	ORF based on ref genome	
4626-YIL143C	YIL143C	ORF based on ref genome	
4627-YIL144W	YIL144W	ORF based on ref genome	
4628-YIL145C	YIL145C	ORF based on ref genome	
4629-YIL146C	YIL146C	ORF based on ref genome	
4630-YIL147C	YIL147C	ORF based on ref genome	
4631-YIL148W	YIL148W	ORF based on ref genome	
4632-YIL149C	YIL149C	ORF based on ref genome	
4633-YIL150C	YIL150C	ORF based on ref genome	
4634-YIL151C	YIL151C	ORF based on ref genome	
4635-YIL153W_NumOfGenes_3	YIL153W	ORF based on ref genome	
4636-YIL154C_NumOfGenes_2	YIL154C	ORF based on ref genome	
4637-YIL155C_NumOfGenes_2	YIL155C	ORF based on ref genome	
4638-YIL156W_NumOfGenes_2	YIL156W	ORF based on ref genome	
4639-YIL156W-A	YIL156W-A	ORF based on ref genome	
4640-YIL156W-B_NumOfGenes_2	YIL156W-B	ORF based on ref genome	
4641-YIL157C_NumOfGenes_2	YIL157C	ORF based on ref genome	
4642-YIL158W_NumOfGenes_2	YIL158W	ORF based on ref genome	
4643-YIL159W	YIL159W	ORF based on ref genome	
4644-YIL160C	YIL160C	ORF based on ref genome	
4645-YIL161W	YIL161W	ORF based on ref genome	
4646-YIL162W	YIL162W	ORF based on ref genome	
4647-YIL163C	YIL163C	ORF based on ref genome	
4648-YIL164C	YIL164C	ORF based on ref genome	
4649-YIL165C	YIL165C	ORF based on ref genome	
4650-YIL166C	YIL166C	ORF based on ref genome	
4651-YIL167W	YIL167W	ORF based on ref genome	
4652-YIL169C_NumOfGenes_2	YIL169C	ORF based on ref genome	
4653-YIL171W	YIL171W	ORF based on ref genome	
4654-YIL172C_NumOfGenes_6	YIL172C	ORF based on ref genome	
4655-YIR001C	YIR001C	ORF based on ref genome	
4656-YIR002C	YIR002C	ORF based on ref genome	
4657-YIR003W	YIR003W	ORF based on ref genome	
4658-YIR004W	YIR004W	ORF based on ref genome	
4659-YIR005W	YIR005W	ORF based on ref genome	
4660-YIR006C	YIR006C	ORF based on ref genome	
4661-YIR007W	YIR007W	ORF based on ref genome	
4662-YIR008C	YIR008C	ORF based on ref genome	
4663-YIR009W	YIR009W	ORF based on ref genome	
4664-YIR010W	YIR010W	ORF based on ref genome	
4665-YIR011C	YIR011C	ORF based on ref genome	
4666-YIR012W	YIR012W	ORF based on ref genome	
4667-YIR013C	YIR013C	ORF based on ref genome	
4668-YIR014W	YIR014W	ORF based on ref genome	
4669-YIR015W	YIR015W	ORF based on ref genome	
4670-YIR016W	YIR016W	ORF based on ref genome	
4671-YIR017C_NumOfGenes_2	YIR017C	ORF based on ref genome	
4672-YIR018C-A	YIR018C-A	ORF based on ref genome	
4673-YIR018W	YIR018W	ORF based on ref genome	
4674-YIR019C_NumOfGenes_5	YIR019C	ORF based on ref genome	
4675-YIR020C_NumOfGenes_2	YIR020C	ORF based on ref genome	
4676-YIR020W-A	YIR020W-A	ORF based on ref genome	
4677-YIR021W_NumOfGenes_2	YIR021W	ORF based on ref genome	
4678-YIR021W-A	YIR021W-A	ORF based on ref genome	
4679-YIR022W	YIR022W	ORF based on ref genome	
4680-YIR023W_NumOfGenes_2	YIR023W	ORF based on ref genome	
4681-YIR024C	YIR024C	ORF based on ref genome	
4682-YIR025W	YIR025W	ORF based on ref genome	
4683-YIR026C	YIR026C	ORF based on ref genome	
4684-YIR027C	YIR027C	ORF based on ref genome	
4685-YIR028W	YIR028W	ORF based on ref genome	
4686-YIR029W	YIR029W	ORF based on ref genome	
4687-YIR030C	YIR030C	ORF based on ref genome	
4688-YIR030W-A	YIR030W-A	ORF based on ref genome	
4689-YIR031C	YIR031C	ORF based on ref genome	
4690-YIR032C	YIR032C	ORF based on ref genome	
4691-YIR033W	YIR033W	ORF based on ref genome	
4692-YIR034C	YIR034C	ORF based on ref genome	
